Date,Open,High,Low,Close,Volume
2019 Oct 08 11:10 Tue,115.956091243,115.975125402,115.765749662,115.78478382,56478
2019 Oct 08 11:15 Tue,115.78478382,115.78478382,115.651544714,115.661061793,39956
2019 Oct 08 11:20 Tue,115.661061793,115.680095951,115.622993476,115.651544714,47608
2019 Oct 08 11:25 Tue,115.642027634,115.661061793,115.518305607,115.566937881,56195
2019 Oct 08 11:30 Tue,115.570649542,115.670578872,115.537339765,115.58492516,50000
2019 Oct 08 11:35 Tue,115.594442239,115.603959318,115.356515263,115.356515263,57665
2019 Oct 08 11:40 Tue,115.375549421,115.632510555,115.375549421,115.594442239,38233
2019 Oct 08 11:45 Tue,115.600437999,115.622993476,115.442168974,115.48023729,40045
2019 Oct 08 11:50 Tue,115.461203132,115.546856844,115.299412788,115.337481105,47672
2019 Oct 08 11:55 Tue,115.346998184,115.442168974,115.346998184,115.397343532,28375
2019 Oct 08 12:00 Tue,115.406004074,115.406004074,115.232793235,115.346998184,52512
2019 Oct 08 12:05 Tue,115.356515263,115.375549421,115.232793235,115.232793235,43840
2019 Oct 08 12:10 Tue,115.232793235,115.461203132,115.223276156,115.442168974,30993
2019 Oct 08 12:15 Tue,115.432651895,115.58492516,115.423134816,115.58492516,23586
2019 Oct 08 12:20 Tue,115.58492516,115.622993476,115.527822686,115.537339765,33760
2019 Oct 08 12:25 Tue,115.546856844,115.642027634,115.537339765,115.583116915,32255
2019 Oct 08 12:30 Tue,115.58492516,115.670578872,115.556373923,115.575408081,47489
2019 Oct 08 12:35 Tue,115.603959318,115.612905373,115.48975437,115.556373923,21980
2019 Oct 08 12:40 Tue,115.565891002,115.594442239,115.413617737,115.413617737,155895
2019 Oct 08 12:45 Tue,115.404100658,115.756232583,115.404100658,115.68961303,74582
2019 Oct 08 12:50 Tue,115.708647188,115.984642481,115.70531621,115.88947169,63238
2019 Oct 08 12:55 Tue,115.908505848,116.003676639,115.851403374,116.003676639,33214
2019 Oct 08 13:00 Tue,115.99415956,116.027469336,115.898988769,115.918022927,30465
2019 Oct 08 13:05 Tue,115.927540006,115.975125402,115.88947169,115.937057085,18568
